,0,1
485,12/9/14 7:55:01 PM,99.877
486,12/9/14 8:25:01 PM,101.641
487,12/9/14 8:55:01 PM,100.35
488,12/9/14 9:25:01 PM,100.703
489,12/9/14 9:55:01 PM,100.114
490,12/9/14 10:25:01 PM,100.232
491,12/9/14 10:55:01 PM,99.877
492,12/9/14 11:25:01 PM,100.703
493,12/9/14 11:55:01 PM,99.64
494,12/10/14 12:25:01 AM,99.759
495,12/10/14 12:55:01 AM,100.114
496,12/10/14 1:25:01 AM,100.114
497,12/10/14 1:55:01 AM,100.114
498,12/10/14 2:25:01 AM,99.996
499,12/10/14 2:55:01 AM,100.35
500,12/10/14 3:25:01 AM,100.468
501,12/10/14 3:55:01 AM,100.35
502,12/10/14 4:25:01 AM,100.468
503,12/10/14 4:55:01 AM,100.468
504,12/10/14 5:25:01 AM,100.114
505,12/10/14 5:55:01 AM,100.35
506,12/10/14 6:25:01 AM,100.232
507,12/10/14 6:55:01 AM,100.35
508,12/10/14 7:25:01 AM,100.232
509,12/10/14 7:55:01 AM,100.468
510,12/10/14 8:25:01 AM,100.585
511,12/10/14 8:55:01 AM,101.173
512,12/10/14 9:25:01 AM,100.585
513,12/10/14 9:55:01 AM,100.821
514,12/10/14 10:25:01 AM,100.468
515,12/10/14 10:55:01 AM,100.585
516,12/10/14 11:25:01 AM,100.468
517,12/10/14 11:55:01 AM,100.468
518,12/10/14 12:25:01 PM,100.232
519,12/10/14 12:55:01 PM,100.468
520,12/10/14 1:25:01 PM,100.114
521,12/10/14 1:55:01 PM,99.877
522,12/10/14 2:25:01 PM,99.403
523,12/10/14 2:55:01 PM,101.524
524,12/10/14 3:25:01 PM,101.173
525,12/10/14 3:55:01 PM,99.165
526,12/10/14 4:25:01 PM,101.055
527,12/10/14 4:55:01 PM,100.938
528,12/10/14 5:25:01 PM,100.232
529,12/10/14 5:55:01 PM,100.703
530,12/10/14 6:25:01 PM,101.407
531,12/10/14 6:55:01 PM,100.821
532,12/10/14 7:25:01 PM,101.407
533,12/10/14 7:55:01 PM,100.114
534,12/10/14 8:25:01 PM,100.703
535,12/10/14 8:55:01 PM,100.938
536,12/10/14 9:25:01 PM,101.055
537,12/10/14 9:55:01 PM,100.703
538,12/10/14 10:25:01 PM,100.703
539,12/10/14 10:55:01 PM,100.703
540,12/10/14 11:25:01 PM,101.407
541,12/10/14 11:55:01 PM,101.055
542,12/11/14 12:25:01 AM,100.938
543,12/11/14 12:55:01 AM,100.938
544,12/11/14 1:25:01 AM,100.585
545,12/11/14 1:55:01 AM,99.877
546,12/11/14 2:25:01 AM,100.468
547,12/11/14 2:55:01 AM,101.29
